Età	Stato civile	Tipo di indicatore demografico	Territorio	Seleziona periodo	Sesso	0	Flags
"totale"	"totale"	"popolazione al 1º gennaio"	"Pisa"	"2017"	"totale"	421851	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2012"	"maschi"	166313	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2013"	"maschi"	166819	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2014"	"maschi"	168160	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2015"	"maschi"	168004	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2016"	"maschi"	167369	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2017"	"maschi"	167181	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2012"	"femmine"	176985	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2013"	"femmine"	177618	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2014"	"femmine"	178501	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2015"	"femmine"	178438	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2016"	"femmine"	177741	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2017"	"femmine"	177193	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2012"	"totale"	343298	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2013"	"totale"	344437	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2014"	"totale"	346661	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2015"	"totale"	346442	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2016"	"totale"	345110	
"totale"	"totale"	"popolazione al 1º gennaio"	"Arezzo"	"2017"	"totale"	344374	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2012"	"maschi"	127573	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2013"	"maschi"	127859	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2014"	"maschi"	129783	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2015"	"maschi"	129575	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2016"	"maschi"	129175	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2017"	"maschi"	128797	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2012"	"femmine"	138949	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2013"	"femmine"	139341	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2014"	"femmine"	141034	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2015"	"femmine"	140710	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2016"	"femmine"	140213	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2017"	"femmine"	139544	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2012"	"totale"	266522	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2013"	"totale"	267200	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2014"	"totale"	270817	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2015"	"totale"	270285	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2016"	"totale"	269388	
"totale"	"totale"	"popolazione al 1º gennaio"	"Siena"	"2017"	"totale"	268341	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2012"	"maschi"	105382	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2013"	"maschi"	105895	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2014"	"maschi"	108022	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2015"	"maschi"	107759	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2016"	"maschi"	107420	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2017"	"maschi"	107300	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2012"	"femmine"	114742	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2013"	"femmine"	115087	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2014"	"femmine"	117076	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2015"	"femmine"	116722	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2016"	"femmine"	116232	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2017"	"femmine"	115745	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2012"	"totale"	220124	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2013"	"totale"	220982	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2014"	"totale"	225098	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2015"	"totale"	224481	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2016"	"totale"	223652	
"totale"	"totale"	"popolazione al 1º gennaio"	"Grosseto"	"2017"	"totale"	223045	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2012"	"maschi"	423559	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2013"	"maschi"	424966	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2014"	"maschi"	430099	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2015"	"maschi"	429187	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2016"	"maschi"	427662	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2017"	"maschi"	426959	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2012"	"femmine"	459656	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2013"	"femmine"	461273	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2014"	"femmine"	466643	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2015"	"femmine"	465575	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2016"	"femmine"	463519	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2017"	"femmine"	461949	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2012"	"totale"	883215	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2013"	"totale"	886239	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2014"	"totale"	896742	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2015"	"totale"	894762	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2016"	"totale"	891181	
"totale"	"totale"	"popolazione al 1º gennaio"	"Umbria"	"2017"	"totale"	888908	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2012"	"maschi"	314826	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2013"	"maschi"	316169	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2014"	"maschi"	319767	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2015"	"maschi"	319220	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2016"	"maschi"	318416	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2017"	"maschi"	318009	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2012"	"femmine"	340180	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2013"	"femmine"	341704	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2014"	"femmine"	345450	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2015"	"femmine"	344935	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2016"	"femmine"	343694	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2017"	"femmine"	342681	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2012"	"totale"	655006	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2013"	"totale"	657873	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2014"	"totale"	665217	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2015"	"totale"	664155	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2016"	"totale"	662110	
"totale"	"totale"	"popolazione al 1º gennaio"	"Perugia"	"2017"	"totale"	660690	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2012"	"maschi"	108733	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2013"	"maschi"	108797	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2014"	"maschi"	110332	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2015"	"maschi"	109967	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2016"	"maschi"	109246	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2017"	"maschi"	108950	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2012"	"femmine"	119476	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2013"	"femmine"	119569	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2014"	"femmine"	121193	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2015"	"femmine"	120640	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2016"	"femmine"	119825	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2017"	"femmine"	119268	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2012"	"totale"	228209	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2013"	"totale"	228366	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2014"	"totale"	231525	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2015"	"totale"	230607	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2016"	"totale"	229071	
"totale"	"totale"	"popolazione al 1º gennaio"	"Terni"	"2017"	"totale"	228218	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2012"	"maschi"	745469	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2013"	"maschi"	747635	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2014"	"maschi"	752044	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2015"	"maschi"	750875	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2016"	"maschi"	747637	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2017"	"maschi"	745486	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2012"	"femmine"	795219	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2013"	"femmine"	797520	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2014"	"femmine"	801094	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2015"	"femmine"	799921	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2016"	"femmine"	796115	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2017"	"femmine"	792569	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2012"	"totale"	1540688	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2013"	"totale"	1545155	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2014"	"totale"	1553138	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2015"	"totale"	1550796	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2016"	"totale"	1543752	
"totale"	"totale"	"popolazione al 1º gennaio"	"Marche"	"2017"	"totale"	1538055	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2012"	"maschi"	176522	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2013"	"maschi"	176853	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2014"	"maschi"	177264	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2015"	"maschi"	176768	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2016"	"maschi"	175867	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2017"	"maschi"	175782	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2012"	"femmine"	186154	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2013"	"femmine"	186535	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2014"	"femmine"	187121	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2015"	"femmine"	186585	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2016"	"femmine"	185694	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2017"	"femmine"	184929	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2012"	"totale"	362676	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2013"	"totale"	363388	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2014"	"totale"	364385	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2015"	"totale"	363353	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2016"	"totale"	361561	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pesaro e Urbino"	"2017"	"totale"	360711	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2012"	"maschi"	227915	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2013"	"maschi"	228743	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2014"	"maschi"	231014	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2015"	"maschi"	230229	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2016"	"maschi"	229628	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2017"	"maschi"	228765	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2012"	"femmine"	245727	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2013"	"femmine"	246752	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2014"	"femmine"	248261	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2015"	"femmine"	247663	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2016"	"femmine"	246564	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2017"	"femmine"	245359	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2012"	"totale"	473642	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2013"	"totale"	475495	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2014"	"totale"	479275	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2015"	"totale"	477892	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2016"	"totale"	476192	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ancona"	"2017"	"totale"	474124	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2012"	"maschi"	154658	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2013"	"maschi"	155251	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2014"	"maschi"	155819	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2015"	"maschi"	156144	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2016"	"maschi"	155279	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2017"	"maschi"	154600	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2012"	"femmine"	164717	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2013"	"femmine"	165167	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2014"	"femmine"	165495	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2015"	"femmine"	165761	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2016"	"femmine"	165029	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2017"	"femmine"	164321	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2012"	"totale"	319375	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2013"	"totale"	320418	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2014"	"totale"	321314	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2015"	"totale"	321905	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2016"	"totale"	320308	
"totale"	"totale"	"popolazione al 1º gennaio"	"Macerata"	"2017"	"totale"	318921	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2012"	"maschi"	101597	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2013"	"maschi"	101806	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2014"	"maschi"	102333	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2015"	"maschi"	102114	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2016"	"maschi"	101592	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2017"	"maschi"	101412	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2012"	"femmine"	108585	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2013"	"femmine"	108905	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2014"	"femmine"	109423	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2015"	"femmine"	109152	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2016"	"femmine"	108474	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2017"	"femmine"	108038	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2012"	"totale"	210182	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2013"	"totale"	210711	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2014"	"totale"	211756	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2015"	"totale"	211266	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2016"	"totale"	210066	
"totale"	"totale"	"popolazione al 1º gennaio"	"Ascoli Piceno"	"2017"	"totale"	209450	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2012"	"maschi"	2635689	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2013"	"maschi"	2666925	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2014"	"maschi"	2829247	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2015"	"maschi"	2841686	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2016"	"maschi"	2838616	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2017"	"maschi"	2846876	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2012"	"femmine"	2864333	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2013"	"femmine"	2890351	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2014"	"femmine"	3041204	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2015"	"femmine"	3050739	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2016"	"femmine"	3049856	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2017"	"femmine"	3051248	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2012"	"totale"	5500022	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2013"	"totale"	5557276	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2014"	"totale"	5870451	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2015"	"totale"	5892425	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2016"	"totale"	5888472	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lazio"	"2017"	"totale"	5898124	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2012"	"maschi"	151770	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2013"	"maschi"	153456	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2014"	"maschi"	157077	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2015"	"maschi"	156952	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2016"	"maschi"	156172	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2017"	"maschi"	155577	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2012"	"femmine"	160904	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2013"	"femmine"	162167	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2014"	"femmine"	165118	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2015"	"femmine"	165003	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2016"	"femmine"	164107	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2017"	"femmine"	163431	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2012"	"totale"	312674	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2013"	"totale"	315623	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2014"	"totale"	322195	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2015"	"totale"	321955	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2016"	"totale"	320279	
"totale"	"totale"	"popolazione al 1º gennaio"	"Viterbo"	"2017"	"totale"	319008	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2012"	"maschi"	75657	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2013"	"maschi"	76579	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2014"	"maschi"	78407	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2015"	"maschi"	78083	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2016"	"maschi"	77953	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2017"	"maschi"	77640	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2012"	"femmine"	79252	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2013"	"femmine"	79942	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2014"	"femmine"	81263	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2015"	"femmine"	80898	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2016"	"femmine"	80514	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2017"	"femmine"	79780	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2012"	"totale"	154909	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2013"	"totale"	156521	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2014"	"totale"	159670	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2015"	"totale"	158981	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2016"	"totale"	158467	
"totale"	"totale"	"popolazione al 1º gennaio"	"Rieti"	"2017"	"totale"	157420	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2012"	"maschi"	1901599	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2013"	"maschi"	1925518	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2014"	"maschi"	2070242	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2015"	"maschi"	2081773	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2016"	"maschi"	2078964	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2017"	"maschi"	2088283	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2012"	"femmine"	2093651	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2013"	"femmine"	2114295	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2014"	"femmine"	2251002	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2015"	"femmine"	2260273	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2016"	"femmine"	2261510	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2017"	"femmine"	2265455	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2012"	"totale"	3995250	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2013"	"totale"	4039813	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2014"	"totale"	4321244	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2015"	"totale"	4342046	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2016"	"totale"	4340474	
"totale"	"totale"	"popolazione al 1º gennaio"	"Roma"	"2017"	"totale"	4353738	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2012"	"maschi"	266504	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2013"	"maschi"	270724	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2014"	"maschi"	280314	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2015"	"maschi"	281864	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2016"	"maschi"	283234	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2017"	"maschi"	283782	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2012"	"femmine"	278383	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2013"	"femmine"	281366	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2014"	"femmine"	289350	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2015"	"femmine"	290608	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2016"	"femmine"	290992	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2017"	"femmine"	291109	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2012"	"totale"	544887	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2013"	"totale"	552090	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2014"	"totale"	569664	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2015"	"totale"	572472	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2016"	"totale"	574226	
"totale"	"totale"	"popolazione al 1º gennaio"	"Latina"	"2017"	"totale"	574891	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2012"	"maschi"	240159	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2013"	"maschi"	240648	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2014"	"maschi"	243207	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2015"	"maschi"	243014	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2016"	"maschi"	242293	
